Date,Prev_Close,Open,High,Low,Close,VWAP,Volume,Turnover,Deliverable_Volume,Perc_Deliverable,Year_N
20-12-2012,1232.65,1227.15,1255,1227.15,1252.05,1244.74,1157015,1.44E+14,859133,0.7425,9
21-12-2012,1252.05,1250,1264.4,1237.7,1258.7,1256.81,1228984,1.54E+14,817522,0.6652,9
24-12-2012,1258.7,1262,1271.1,1260.1,1266.2,1266.99,627409,7.95E+13,422728,0.6738,9
26-12-2012,1266.2,1267,1269.15,1255.3,1262.2,1261.61,717629,9.05E+13,505716,0.7047,9
27-12-2012,1262.2,1264.9,1264.9,1247.65,1250.95,1253.15,997079,1.25E+14,747304,0.7495,9
28-12-2012,1250.95,1254,1272,1250.75,1267.5,1261.76,750811,9.47E+13,490551,0.6534,9
31-12-2012,1267.5,1261,1265.6,1252,1255.85,1257.2,352085,4.43E+13,207246,0.5886,9
01-01-2013,1255.85,1266.95,1267.9,1260,1264.15,1264.08,254790,3.22E+13,113202,0.4443,10
02-01-2013,1264.15,1267,1272.4,1255.55,1263.3,1264.24,940123,1.19E+14,665776,0.7082,10
03-01-2013,1263.3,1265,1284,1259.95,1280.6,1276.67,1317565,1.68E+14,895300,0.6795,10
04-01-2013,1280.6,1285,1301,1280.9,1299.2,1292.63,2614380,3.38E+14,2071641,0.7924,10
07-01-2013,1299.2,1300,1304,1290.25,1294.85,1296.12,910376,1.18E+14,712236,0.7824,10
08-01-2013,1294.85,1295,1304.3,1294.3,1300.25,1299.83,1170935,1.52E+14,897889,0.7668,10
09-01-2013,1300.25,1301,1307.4,1273.15,1276.6,1284.34,1567949,2.01E+14,1254975,0.8004,10
10-01-2013,1276.6,1279.9,1282.1,1255.3,1258.4,1265.53,2261419,2.86E+14,1785259,0.7894,10
11-01-2013,1258.4,1290,1322.5,1290,1306.35,1305.15,3902503,5.09E+14,2486219,0.6371,10
14-01-2013,1306.35,1319,1348.45,1307.35,1334.5,1333.24,2895112,3.86E+14,990412,0.3421,10
15-01-2013,1334.5,1390,1400,1327,1337.45,1364.59,4131489,5.64E+14,1438302,0.3481,10
16-01-2013,1337.45,1336.9,1355,1309,1347.75,1334.25,2054746,2.74E+14,956837,0.4657,10
17-01-2013,1347.75,1349.7,1371.8,1343,1362,1362.88,1514272,2.06E+14,910420,0.6012,10
18-01-2013,1362,1362.5,1366.05,1338.05,1351,1352.62,720235,9.74E+13,437321,0.6072,10
21-01-2013,1351,1352.5,1354.9,1327.1,1330,1335.87,630019,8.42E+13,386965,0.6142,10
22-01-2013,1330,1326,1331.7,1308.1,1317.5,1323.02,693315,9.17E+13,395165,0.57,10
23-01-2013,1317.5,1315.75,1323.75,1298.4,1311.95,1309.1,938827,1.23E+14,597117,0.636,10
24-01-2013,1311.95,1305,1336.9,1305,1328.55,1329.53,1749235,2.33E+14,1403324,0.8023,10
25-01-2013,1328.55,1323.75,1345,1323.75,1340.5,1339.87,760550,1.02E+14,527076,0.693,10
28-01-2013,1340.5,1340.3,1349.95,1337.95,1345.05,1345.16,1214077,1.63E+14,1054126,0.8683,10
29-01-2013,1345.05,1341.2,1356.55,1340.3,1344.95,1347.29,865902,1.17E+14,679470,0.7847,10
30-01-2013,1344.95,1341,1349.85,1335.8,1346.15,1345.73,1139572,1.53E+14,1024786,0.8993,10
31-01-2013,1346.15,1348.85,1352.45,1326.4,1344.15,1344.12,2156584,2.90E+14,1903884,0.8828,10
01-02-2013,1344.15,1344,1352,1342.15,1348.1,1348.12,742270,1.00E+14,607667,0.8187,10
04-02-2013,1348.1,1349,1367.8,1345.15,1356.35,1356.73,1243652,1.69E+14,908951,0.7309,10
05-02-2013,1356.35,1345.1,1365,1345.1,1360.05,1360.1,1080997,1.47E+14,891111,0.8243,10
06-02-2013,1360.05,1362.5,1375.9,1362,1370.55,1367.7,1786853,2.44E+14,1562120,0.8742,10
07-02-2013,1370.55,1361,1390,1361,1387.15,1380.15,1306391,1.80E+14,1013478,0.7758,10
08-02-2013,1387.15,1386,1437,1385.1,1422.6,1419.74,3486809,4.95E+14,2663305,0.7638,10
11-02-2013,1422.6,1424,1428.9,1412.25,1414.7,1417.33,1156063,1.64E+14,886168,0.7665,10
12-02-2013,1414.7,1409.05,1415,1401.85,1410.05,1409.96,1112751,1.57E+14,948969,0.8528,10
13-02-2013,1410.05,1409.8,1441.65,1405.1,1435.4,1435.36,1911333,2.74E+14,1457054,0.7623,10
14-02-2013,1435.4,1430.1,1455.8,1429,1447.7,1448.9,1473479,2.13E+14,1120153,0.7602,10
15-02-2013,1447.7,1444,1451.8,1430.65,1442.15,1444.23,910395,1.31E+14,678364,0.7451,10
18-02-2013,1442.15,1440.1,1441.9,1420,1425.35,1428.73,476043,6.80E+13,295060,0.6198,10
19-02-2013,1425.35,1421.6,1448.9,1412.7,1443.55,1431.43,372147,5.33E+13,151275,0.4065,10
20-02-2013,1443.55,1441.5,1457,1441.5,1452.8,1452.73,1130759,1.64E+14,870922,0.7702,10
21-02-2013,1452.8,1440.7,1456.85,1440.7,1451.05,1450.87,1924573,2.79E+14,1696826,0.8817,10
22-02-2013,1451.05,1450,1464.05,1442.3,1455.1,1454.89,655347,9.53E+13,394452,0.6019,10
25-02-2013,1455.1,1453,1475,1451.5,1473.7,1469.46,865015,1.27E+14,605940,0.7005,10
26-02-2013,1473.7,1467,1499.95,1466,1496.4,1487.03,1426835,2.12E+14,1063138,0.7451,10
27-02-2013,1496.4,1495.25,1503.05,1477.3,1483.2,1485.18,1278341,1.90E+14,1027086,0.8035,10
28-02-2013,1483.2,1486.25,1525,1485.25,1517,1507.97,2299712,3.47E+14,1551643,0.6747,10
01-03-2013,1517,1515.1,1516,1498,1501.85,1502.52,1268663,1.91E+14,909350,0.7168,10
04-03-2013,1501.85,1491,1519.9,1491,1513.2,1507.13,1568038,2.36E+14,1182136,0.7539,10
05-03-2013,1513.2,1517,1543,1508.6,1540.15,1533.97,1720027,2.64E+14,1315397,0.7648,10
06-03-2013,1540.15,1536.15,1565.5,1536.15,1561.2,1551.3,1149755,1.78E+14,823184,0.716,10
07-03-2013,1561.2,1561,1597.6,1559.35,1589.9,1583.32,1954351,3.09E+14,1349835,0.6907,10
08-03-2013,1589.9,1590,1595.65,1574.9,1583.15,1582.78,2170751,3.44E+14,1680779,0.7743,10
11-03-2013,1583.15,1575,1589.55,1556.65,1566.2,1569.85,1110665,1.74E+14,791196,0.7124,10
12-03-2013,1566.2,1558,1567.95,1548,1560.5,1554.8,904726,1.41E+14,551028,0.6091,10
13-03-2013,1560.5,1556.05,1558.7,1548,1551.7,1551.46,897248,1.39E+14,611512,0.6815,10
14-03-2013,1551.7,1557,1577,1543.8,1567.7,1556.11,1525609,2.37E+14,1116506,0.7318,10
15-03-2013,1567.7,1572,1580.4,1560.6,1570.25,1571.37,2106199,3.31E+14,1385434,0.6578,10
18-03-2013,1570.25,1559.85,1573.65,1554.4,1566.95,1564.93,847494,1.33E+14,630660,0.7441,10
19-03-2013,1566.95,1564.5,1564.5,1540.45,1546.75,1548.47,1869955,2.90E+14,1510704,0.8079,10
20-03-2013,1546.75,1540,1572.65,1539.95,1557.65,1557.99,2084068,3.25E+14,1549547,0.7435,10
21-03-2013,1557.65,1563,1574.4,1553.7,1559.95,1565.67,832302,1.30E+14,516107,0.6201,10
22-03-2013,1559.95,1561.4,1562.1,1532,1542.15,1546.93,1357228,2.10E+14,1034216,0.762,10
25-03-2013,1542.15,1548.5,1552,1528.4,1543.35,1541.92,928658,1.43E+14,668814,0.7202,10
26-03-2013,1543.35,1540.1,1570,1536.15,1556.35,1557.67,890768,1.39E+14,519995,0.5838,10
28-03-2013,1556.35,1556,1583.4,1541.65,1575.75,1561.68,1532831,2.39E+14,1111566,0.7252,10
01-04-2013,1575.75,1565,1573.7,1551.25,1556.85,1561.62,484406,7.56E+13,256578,0.5297,10
02-04-2013,1556.85,1556,1571.2,1541.25,1567.35,1557.43,565166,8.80E+13,315900,0.559,10
03-04-2013,1567.35,1570,1575,1531,1543.4,1555.41,479966,7.47E+13,305025,0.6355,10
04-04-2013,1543.4,1540.1,1540.1,1501,1507.8,1512.56,563169,8.52E+13,293090,0.5204,10
05-04-2013,1507.8,1505,1509.35,1484.1,1498.35,1496.77,932624,1.40E+14,549986,0.5897,10
08-04-2013,1498.35,1498.9,1498.9,1475,1480.75,1481.59,448208,6.64E+13,251907,0.562,10
09-04-2013,1480.75,1480,1513,1477.6,1497.4,1498.57,836177,1.25E+14,475601,0.5688,10
10-04-2013,1497.4,1509.9,1538.9,1501,1530.45,1518.34,1023142,1.55E+14,530824,0.5188,10
11-04-2013,1530.45,1540,1550.1,1520.7,1536.9,1537.21,1122329,1.73E+14,758359,0.6757,10
12-04-2013,1536.9,1481.9,1524.5,1478.35,1511.75,1504.87,2516030,3.79E+14,1610837,0.6402,10
15-04-2013,1511.75,1513.5,1514,1448.35,1472.45,1473.83,2695748,3.97E+14,1719136,0.6377,10
16-04-2013,1472.45,1470,1493.45,1457.95,1483.15,1473.05,1535791,2.26E+14,963463,0.6273,10
17-04-2013,1483.15,1495,1499,1431,1456.65,1460.8,2639502,3.86E+14,1466628,0.5556,10
18-04-2013,1456.65,1487.95,1494.9,1427.45,1452.75,1451.3,4277229,6.21E+14,1907316,0.4459,10
22-04-2013,1452.75,1446,1459.8,1425,1425.3,1434.07,1481242,2.12E+14,854977,0.5772,10
23-04-2013,1425.3,1424.45,1448,1424,1430.55,1433.21,1692085,2.43E+14,1179685,0.6972,10
25-04-2013,1430.55,1430.55,1430.55,1398.65,1402.3,1407.35,3964597,5.58E+14,2660518,0.6711,10
26-04-2013,1402.3,1393,1393.45,1365.1,1369.35,1374.51,2377038,3.27E+14,1814200,0.7632,10
29-04-2013,1369.35,1365,1384.7,1365,1370.75,1374.34,1984458,2.73E+14,1437724,0.7245,10
30-04-2013,1370.75,1368,1382,1365,1378.4,1373.15,2010285,2.76E+14,1556672,0.7744,10
02-05-2013,1378.4,1373.5,1438.8,1373.5,1433.9,1417.25,2815163,3.99E+14,2020727,0.7178,10
03-05-2013,1433.9,1426,1447.25,1407.9,1418.5,1427.14,1820895,2.60E+14,1230824,0.6759,10
06-05-2013,1418.5,1420,1472.4,1420,1467.2,1454.27,1863559,2.71E+14,1353787,0.7265,10
07-05-2013,1467.2,1467.1,1478.85,1457.4,1471.6,1468.34,1130090,1.66E+14,731284,0.6471,10
08-05-2013,1471.6,1472,1487.8,1470,1480.1,1480.71,884065,1.31E+14,594141,0.6721,10
09-05-2013,1480.1,1483.2,1503.45,1483,1498.45,1498.15,974850,1.46E+14,561872,0.5764,10
10-05-2013,1498.45,1498.45,1510.9,1491.1,1495.9,1499.13,569857,8.54E+13,353788,0.6208,10
11-05-2013,1495.9,1495,1495,1486.1,1489.65,1489.61,28017,4.17E+12,7793,0.2782,10
13-05-2013,1489.65,1480,1481,1445.7,1451.6,1459.89,931249,1.36E+14,661662,0.7105,10
14-05-2013,1451.6,1455.1,1470.55,1443.75,1457.95,1460.07,1125050,1.64E+14,812191,0.7219,10
15-05-2013,1457.95,1458.1,1477.2,1450,1471.55,1462.78,1782963,2.61E+14,1359379,0.7624,10
16-05-2013,1471.55,1469,1469,1447.45,1454.05,1453.49,1207826,1.76E+14,947086,0.7841,10
17-05-2013,1454.05,1455,1478.5,1454.1,1473.8,1468.14,1450100,2.13E+14,1070480,0.7382,10
20-05-2013,1473.8,1471.25,1478,1461,1472.4,1467.92,692752,1.02E+14,484543,0.6994,10
21-05-2013,1472.4,1465,1502,1465,1492.85,1493.43,949216,1.42E+14,588862,0.6204,10
22-05-2013,1492.85,1498,1509.15,1492.3,1498.4,1499.31,923472,1.38E+14,645025,0.6985,10
23-05-2013,1498.4,1495,1526.75,1478.35,1492.7,1499.76,1531981,2.30E+14,1044554,0.6818,10
24-05-2013,1492.7,1500,1502.95,1463.6,1469.55,1475.82,793306,1.17E+14,449921,0.5671,10
27-05-2013,1469.55,1469.5,1500,1460,1498,1488.71,1011932,1.51E+14,745372,0.7366,10
28-05-2013,1498,1498,1516.5,1490.3,1514.1,1504.57,700127,1.05E+14,478425,0.6833,10
29-05-2013,1514.1,1516,1527.5,1485.1,1497.35,1506.63,726019,1.09E+14,372681,0.5133,10
30-05-2013,1497.35,1500,1512,1487,1499.4,1500.02,1204173,1.81E+14,868076,0.7209,10
31-05-2013,1499.4,1491,1509.25,1476.75,1498.45,1497.66,964934,1.45E+14,676494,0.7011,10
03-06-2013,1498.45,1504,1507,1457.1,1469.4,1473.07,1548806,2.28E+14,1250465,0.8074,10
04-06-2013,1469.4,1460,1473.9,1450.15,1465.35,1462.21,652660,9.54E+13,361861,0.5544,10
05-06-2013,1465.35,1461.1,1472.65,1452.7,1467.8,1464.41,864338,1.27E+14,480142,0.5555,10
06-06-2013,1467.8,1453.7,1478.5,1452.05,1470.75,1469.36,1270226,1.87E+14,878236,0.6914,10
07-06-2013,1470.75,1470.1,1539,1468,1518.95,1514.43,1775422,2.69E+14,981161,0.5526,10
10-06-2013,1518.95,1525.05,1544.7,1519.1,1525.05,1532.04,1680215,2.57E+14,1208995,0.7195,10
11-06-2013,1525.05,1530.2,1542,1492,1501.55,1518.72,1102734,1.67E+14,683461,0.6198,10
12-06-2013,1501.55,1494.1,1495.1,1462.05,1468.1,1472.95,2402977,3.54E+14,2098252,0.8732,10
13-06-2013,1468.1,1460,1464,1435.1,1445.65,1449.19,1575671,2.28E+14,1355224,0.8601,10
14-06-2013,1445.65,1448,1457.25,1431,1450.7,1445.98,1552998,2.25E+14,1248783,0.8041,10
17-06-2013,1450.7,1453,1465,1428,1452.45,1445.11,1292081,1.87E+14,986922,0.7638,10
18-06-2013,1452.45,1455,1460,1440.15,1443.8,1446.82,1145764,1.66E+14,835162,0.7289,10
19-06-2013,1443.8,1454.9,1454.9,1423.55,1427.7,1431.67,1069894,1.53E+14,749250,0.7003,10
20-06-2013,1427.7,1421,1433.15,1399.1,1404.5,1420.04,2086439,2.96E+14,1430840,0.6858,10
21-06-2013,1404.5,1408.8,1431.85,1408,1422.25,1421.39,1424112,2.02E+14,1016124,0.7135,10
24-06-2013,1422.25,1415,1434.1,1400.1,1410.7,1418.87,944582,1.34E+14,611939,0.6478,10
25-06-2013,1410.7,1413.5,1427.1,1380.7,1392.3,1413.83,930274,1.32E+14,619250,0.6657,10
26-06-2013,1392.3,1396.9,1447.75,1381.05,1437.7,1422.62,1163244,1.65E+14,681566,0.5859,10
27-06-2013,1437.7,1447.8,1497,1442,1491.9,1472.05,1910339,2.81E+14,958494,0.5017,10
28-06-2013,1491.9,1495,1524.3,1458.2,1518.15,1499.03,2408548,3.61E+14,1659939,0.6892,10
01-07-2013,1518.15,1512,1516.7,1483.4,1492.35,1495.42,677326,1.01E+14,379248,0.5599,10
02-07-2013,1492.35,1493.1,1508.5,1486.65,1500.55,1497.24,828621,1.24E+14,579089,0.6989,10
03-07-2013,1500.55,1497.7,1519,1465,1489.8,1491.55,765453,1.14E+14,425866,0.5564,10
04-07-2013,1489.8,1490.85,1541,1490,1538.3,1522.88,958530,1.46E+14,489276,0.5104,10
05-07-2013,1538.3,1542,1558,1522,1530.2,1540.98,646506,9.96E+13,326938,0.5057,10
08-07-2013,1530.2,1528,1535,1500,1506.65,1517.4,829398,1.26E+14,533051,0.6427,10
09-07-2013,1506.65,1495.3,1521.75,1495.3,1504.9,1507.34,548663,8.27E+13,354732,0.6465,10
10-07-2013,1504.9,1510,1526.8,1498,1511.95,1510.17,661312,9.99E+13,399510,0.6041,10
11-07-2013,1511.95,1520,1570,1520,1564.55,1551.39,1167637,1.81E+14,769650,0.6592,10
12-07-2013,1564.55,1595,1624.8,1579.3,1609.85,1607.04,1625768,2.61E+14,841872,0.5178,10
15-07-2013,1609.85,1601.1,1647.3,1599.3,1641.75,1634.96,1030285,1.68E+14,579863,0.5628,10
16-07-2013,1641.75,1625,1666.35,1617.6,1649.35,1650.53,1112493,1.84E+14,747193,0.6716,10
17-07-2013,1649.35,1645.05,1684.95,1645.05,1678.5,1674.44,1499625,2.51E+14,1069952,0.7135,10
18-07-2013,1678.5,1680,1692.3,1644,1660.4,1663.84,1722766,2.87E+14,1010744,0.5867,10
19-07-2013,1660.4,1719,1759,1700,1742.8,1738.01,4275402,7.43E+14,1970241,0.4608,10
22-07-2013,1742.8,1741,1758.8,1728.3,1746.5,1746.02,1487386,2.60E+14,1038330,0.6981,10
23-07-2013,1746.5,1748,1780.45,1743.6,1749.8,1756.51,823251,1.45E+14,496761,0.6034,10
24-07-2013,1749.8,1748.5,1792,1745,1782.8,1778.8,1090822,1.94E+14,662437,0.6073,10
25-07-2013,1782.8,1780,1810,1766.7,1795.75,1785.76,2044404,3.65E+14,1418348,0.6938,10
26-07-2013,1795.75,1795,1798.95,1750.1,1774.5,1779.05,1189532,2.12E+14,694000,0.5834,10
29-07-2013,1774.5,1758,1794.6,1757.25,1779.2,1779.1,887131,1.58E+14,593670,0.6692,10
30-07-2013,1779.2,1780,1804.95,1775.45,1792.3,1794.62,1308742,2.35E+14,1026380,0.7842,10
31-07-2013,1792.3,1790,1831.5,1789.45,1815.5,1817.7,1413375,2.57E+14,1027917,0.7273,10
01-08-2013,1815.5,1810.05,1834.8,1790,1815.4,1818.36,1070589,1.95E+14,747580,0.6983,10
02-08-2013,1815.4,1819.7,1849.9,1816.7,1845.85,1842.77,923427,1.70E+14,585928,0.6345,10
05-08-2013,1845.85,1840,1877.4,1840,1867.2,1868.3,1177592,2.20E+14,903411,0.7672,10
06-08-2013,1867.2,1873,1881.95,1864.65,1870.1,1871.5,1152645,2.16E+14,826453,0.717,10
07-08-2013,1870.1,1874,1890.9,1813.45,1822.7,1850.76,1347490,2.49E+14,859828,0.6381,10
08-08-2013,1822.7,1805.1,1856.15,1783.7,1845.4,1829.62,1079314,1.97E+14,578728,0.5362,10
12-08-2013,1845.4,1841,1841,1808.15,1814,1818.29,1038787,1.89E+14,736206,0.7087,10
13-08-2013,1814,1820.2,1844.85,1809.95,1819.8,1826.35,1084148,1.98E+14,811338,0.7484,10
14-08-2013,1819.8,1824.5,1858,1802,1833.5,1834.4,1651034,3.03E+14,1019495,0.6175,10
16-08-2013,1833.5,1824.2,1830,1755.55,1780.9,1789.42,1389965,2.49E+14,821204,0.5908,10
19-08-2013,1780.9,1798,1807,1755.55,1777.45,1782.77,1060676,1.89E+14,595183,0.5611,10
20-08-2013,1777.45,1789.8,1789.8,1730,1736.4,1744.56,1362422,2.38E+14,836444,0.6139,10
21-08-2013,1736.4,1740.1,1743.7,1701.15,1717.8,1719.42,1811997,3.12E+14,1249087,0.6893,10
22-08-2013,1717.8,1705,1797.15,1695.2,1778.95,1734.32,2130494,3.69E+14,1423179,0.668,10
23-08-2013,1778.95,1794,1838,1784.3,1829.45,1815.5,2016442,3.66E+14,1349884,0.6694,10
26-08-2013,1829.45,1823.1,1878.6,1814,1842,1854.16,1331619,2.47E+14,778351,0.5845,10
27-08-2013,1842,1839,1878.85,1830,1838.8,1858.39,972642,1.81E+14,452533,0.4653,10
28-08-2013,1838.8,1828,1946.1,1828,1907.9,1905.52,2222342,4.23E+14,1350510,0.6077,10
29-08-2013,1907.9,1901,1970,1878.3,1947.1,1940.16,2952591,5.73E+14,1759280,0.5958,10
30-08-2013,1947.1,1939,2050,1930,2033.2,2006.33,2641471,5.30E+14,1608558,0.609,10
02-09-2013,2033.2,2020,2069,2017.5,2056.85,2046.97,1077017,2.20E+14,564721,0.5243,10
03-09-2013,2056.85,2050.1,2067,1986.15,2001.1,2034.58,1177532,2.40E+14,655497,0.5567,10
04-09-2013,2001.1,2000,2078.8,1993.95,2069.1,2054.78,1313258,2.70E+14,703326,0.5356,10
05-09-2013,2069.1,2069,2069,1981.05,1990.75,2007.11,1963746,3.94E+14,1373909,0.6996,10
06-09-2013,1990.75,2009,2025,1975,1988.8,1998.04,1379798,2.76E+14,806418,0.5844,10
10-09-2013,1988.8,1986,2016.7,1981,1987.9,1994.45,2150486,4.29E+14,1530665,0.7118,10
11-09-2013,1987.9,2008,2018,1983.5,1993.8,1999.16,1504247,3.01E+14,996803,0.6627,10
12-09-2013,1993.8,1995,1998.55,1945.8,1967.9,1962.49,952784,1.87E+14,407959,0.4282,10
13-09-2013,1967.9,1965,1990,1946.55,1953.75,1963.44,1048160,2.06E+14,568051,0.542,10
16-09-2013,1953.75,1950,1985,1894.05,1902.55,1918.02,1230253,2.36E+14,770607,0.6264,10
17-09-2013,1902.55,1900,1952.55,1897.1,1947.45,1929.34,1663908,3.21E+14,868404,0.5219,10
18-09-2013,1947.45,1942.05,1964.8,1937.9,1954.5,1952.86,1054909,2.06E+14,744005,0.7053,10
19-09-2013,1954.5,1948,1990,1926.5,1966.3,1966.26,1953620,3.84E+14,1458730,0.7467,10
20-09-2013,1966.3,1950,1989.9,1941,1950.3,1965.31,1795929,3.53E+14,1345056,0.7489,10
23-09-2013,1950.3,1950,1977.2,1940,1955.1,1962.53,1494379,2.93E+14,1129342,0.7557,10
24-09-2013,1955.1,1955,1977.9,1926,1939.5,1950.27,2470150,4.82E+14,1971658,0.7982,10
25-09-2013,1939.5,1941.5,1970.95,1920.2,1959.05,1942.25,2166929,4.21E+14,1445870,0.6672,10
26-09-2013,1959.05,1954.8,1974.1,1935.1,1942.9,1950.49,2459852,4.80E+14,1572231,0.6392,10
27-09-2013,1942.9,1943.1,1961.95,1937.45,1948.1,1951.23,892333,1.74E+14,625104,0.7005,10
30-09-2013,1948.1,1954,1961.85,1920,1927.8,1943.1,993675,1.93E+14,656723,0.6609,10
01-10-2013,1927.8,1932,1954.85,1916.7,1949.05,1943.81,795997,1.55E+14,482103,0.6057,10
03-10-2013,1949.05,1971.8,2036.9,1960.4,2024.6,2019.83,2336177,4.72E+14,1659038,0.7102,10
04-10-2013,2024.6,2032,2069,2026.95,2033.6,2051.44,967016,1.98E+14,439156,0.4541,10
07-10-2013,2033.6,2035,2097.7,2025.3,2089.75,2063.72,996939,2.06E+14,486345,0.4878,10
08-10-2013,2089.75,2083,2098,2056.55,2061.45,2074.71,914053,1.90E+14,423730,0.4636,10
09-10-2013,2061.45,2055.5,2097.65,2045.1,2090.85,2070.95,887929,1.84E+14,416617,0.4692,10
10-10-2013,2090.85,2088,2098,2067.25,2080,2079.7,582160,1.21E+14,250379,0.4301,10
11-10-2013,2080,2103,2138,2082.4,2122.05,2116.89,1142224,2.42E+14,466880,0.4087,10
14-10-2013,2122.05,2127.5,2225,2125,2212.75,2191.16,2187230,4.79E+14,798843,0.3652,10
15-10-2013,2212.75,2235,2258.85,2201,2215.4,2229.93,2332546,5.20E+14,949130,0.4069,10
17-10-2013,2215.4,2230,2230,2095.7,2108.45,2147.19,3343607,7.18E+14,1395743,0.4174,10
18-10-2013,2108.45,2104.8,2133.8,2061.55,2120.65,2104.69,2673083,5.63E+14,1267469,0.4742,10
21-10-2013,2120.65,2125,2127.95,2050,2071.65,2070.29,1842686,3.81E+14,928851,0.5041,10
22-10-2013,2071.65,2088,2107.65,2076.85,2089.35,2092.15,1022307,2.14E+14,479907,0.4694,10
23-10-2013,2089.35,2088.5,2103,2046.15,2061.15,2063.92,1227748,2.53E+14,644068,0.5246,10
24-10-2013,2061.15,2042,2082.35,2001.85,2008.7,2036.67,1808879,3.68E+14,1006714,0.5565,10
25-10-2013,2008.7,1995,2072,1995,2067.75,2047.38,1263701,2.59E+14,554733,0.439,10
28-10-2013,2067.75,2068,2089.8,2052.55,2063.95,2066.78,901971,1.86E+14,442585,0.4907,10
29-10-2013,2063.95,2065,2085.8,2047.9,2069.8,2064.94,914538,1.89E+14,432817,0.4733,10
30-10-2013,2069.8,2070.25,2100,2070.25,2091.95,2089.52,1057437,2.21E+14,659805,0.624,10
31-10-2013,2091.95,2089,2129,2079.4,2112.05,2104.56,1761538,3.71E+14,1388160,0.788,10
01-11-2013,2112.05,2110,2141.95,2091.1,2097.6,2109,673240,1.42E+14,317255,0.4712,10
03-11-2013,2097.6,2100,2109.4,2095.2,2099,2101.55,65452,1.38E+13,21366,0.3264,10
05-11-2013,2099,2100,2105,2031.7,2042,2056.1,1130643,2.32E+14,786940,0.696,10
06-11-2013,2042,2063,2103.55,2059.05,2091.1,2085.16,833875,1.74E+14,376095,0.451,10
07-11-2013,2091.1,2100,2148.15,2080.3,2121.95,2124.63,978474,2.08E+14,414857,0.424,10
08-11-2013,2121.95,2130,2131.75,2071.2,2090.85,2097.67,804673,1.69E+14,354291,0.4403,10
11-11-2013,2090.85,2090,2140,2050,2094.65,2112.48,980569,2.07E+14,576331,0.5878,10
12-11-2013,2094.65,2096.85,2121.7,2079,2087.15,2099.09,500341,1.05E+14,236523,0.4727,10
13-11-2013,2087.15,2098.95,2106.2,2043.65,2049,2069.96,604169,1.25E+14,316903,0.5245,10
14-11-2013,2049,2072,2072,2021.85,2026.2,2038.04,1064852,2.17E+14,761266,0.7149,10
18-11-2013,2026.2,2046,2059.9,2032.25,2044,2047.83,1415801,2.90E+14,1037163,0.7326,10
19-11-2013,2044,2049.95,2055,2021.2,2029.9,2031.78,1038932,2.11E+14,733729,0.7062,10
20-11-2013,2029.9,2046.85,2049.9,2017,2023.6,2036.62,829348,1.69E+14,520429,0.6275,10
21-11-2013,2023.6,2023.2,2034.7,1980,1986.6,2003.37,1151441,2.31E+14,776999,0.6748,10
22-11-2013,1986.6,1991,2011,1985.1,2000.85,1999.74,747247,1.49E+14,377078,0.5046,10
25-11-2013,2000.85,2008,2026.85,1993.1,2013.25,2009.59,975499,1.96E+14,604012,0.6192,10
26-11-2013,2013.25,2003.1,2016.45,1987,1993.7,1995.56,1023706,2.04E+14,676870,0.6612,10
27-11-2013,1993.7,2009,2013.7,1975,1986.45,1993.94,1060489,2.11E+14,823898,0.7769,10
28-11-2013,1986.45,1993.1,1996.55,1970,1984.6,1982.81,1402861,2.78E+14,757734,0.5401,10
29-11-2013,1984.6,1992,2014.7,1981.8,2004.35,2003.04,962406,1.93E+14,622814,0.6471,10
02-12-2013,2004.35,1995,2021,1995,2013.9,2010.51,626630,1.26E+14,391453,0.6247,10
03-12-2013,2013.9,2016.05,2042,2015.05,2020.8,2028.57,724592,1.47E+14,397971,0.5492,10
04-12-2013,2020.8,2019.9,2031.6,1993.65,2000.05,2013.69,759518,1.53E+14,450789,0.5935,10
05-12-2013,2000.05,2016,2033.55,1983.05,1987.15,1997.68,698595,1.40E+14,429262,0.6145,10
06-12-2013,1987.15,1991,2010,1991,2000.3,2001.33,723481,1.45E+14,519966,0.7187,10
09-12-2013,2000.3,2029,2029.95,2000,2004.85,2009.37,913170,1.83E+14,719570,0.788,10
10-12-2013,2004.85,2000,2089,2000,2082.75,2065.31,1826667,3.77E+14,1086301,0.5947,10
11-12-2013,2082.75,2079,2086.85,2043,2058.05,2059.29,778031,1.60E+14,449434,0.5777,10
12-12-2013,2058.05,2045,2064,2025.1,2028.9,2034.74,827982,1.68E+14,551830,0.6665,10
13-12-2013,2028.9,2037.95,2045,1995,2001.8,2014.75,1731675,3.49E+14,1152814,0.6657,10
16-12-2013,2001.8,2013.7,2039.8,2005.15,2019.15,2022.53,1429250,2.89E+14,944545,0.6609,10
17-12-2013,2019.15,2031.6,2065.85,2030,2045.35,2051.44,1497737,3.07E+14,1054079,0.7038,10
18-12-2013,2045.35,2040,2071,2038,2055.8,2059.13,793995,1.63E+14,496786,0.6257,10
19-12-2013,2055.8,2075.95,2110,2062.65,2081.5,2086.33,1080993,2.26E+14,546048,0.5051,10
20-12-2013,2081.5,2088.1,2130,2085.85,2120.55,2111.81,982906,2.08E+14,496020,0.5046,10
23-12-2013,2120.55,2129.95,2143.45,2097.95,2109.05,2115.38,660612,1.40E+14,290589,0.4399,10
