Date,Prev_Close,Open,High,Low,Close,VWAP,Volume,Turnover,Deliverable_Volume,Perc_Deliverable
17-05-2018,672.7,679,681,666.3,675.8,672.82,2022339,1.36E+14,1071980,0.5301
18-05-2018,675.8,679.8,697.5,671.25,692.95,689.52,4304706,2.97E+14,1809896,0.4204
21-05-2018,692.95,692,695.9,678.25,685.35,686.49,2342450,1.61E+14,946086,0.4039
22-05-2018,685.35,683.6,690.5,675,686.4,682.95,1797801,1.23E+14,887795,0.4938
23-05-2018,686.4,687,707.3,683.25,697.45,699.01,3516538,2.46E+14,1668757,0.4745
24-05-2018,697.45,700.95,715.9,695.85,711.35,708.05,5914361,4.19E+14,3381440,0.5717
25-05-2018,711.35,714.95,718.7,696,702.75,710.42,3547180,2.52E+14,1386757,0.3909
28-05-2018,702.75,713.95,713.95,662.35,675.25,677.19,8983562,6.08E+14,2369550,0.2638
29-05-2018,675.25,676.05,686.5,673.25,677.85,680.35,2684315,1.83E+14,773109,0.288
30-05-2018,677.85,678,691.25,678,687.25,685.17,3744400,2.57E+14,1756847,0.4692
31-05-2018,687.25,686,717.8,682.45,712.35,707.84,7789699,5.51E+14,3369468,0.4326
01-06-2018,712.35,712,721.5,698.2,701.15,712.13,4585884,3.27E+14,2031397,0.443
04-06-2018,701.15,698,717,695.4,698.3,704.85,2864750,2.02E+14,1350660,0.4715
05-06-2018,698.3,703,714.8,697.35,701.25,705.56,3710175,2.62E+14,1101223,0.2968
06-06-2018,701.25,705,706.5,684.3,691.75,690.45,2793493,1.93E+14,1139322,0.4078
07-06-2018,691.75,694.5,703.9,683,701.85,693.27,3166739,2.20E+14,1190746,0.376
08-06-2018,701.85,705,721.3,703.5,706.95,711.65,4572713,3.25E+14,1991446,0.4355
11-06-2018,706.95,709,721.9,705.5,714.2,714.97,4023019,2.88E+14,2428690,0.6037
12-06-2018,714.2,715.1,718.65,706.3,709.1,710.96,2200939,1.56E+14,1080154,0.4908
13-06-2018,709.1,715,715.1,706.4,713.8,712.03,2429450,1.73E+14,1331662,0.5481
14-06-2018,713.8,711,717.9,690,698.8,700.31,4483300,3.14E+14,2239195,0.4995
15-06-2018,698.8,702.5,712,695.2,707.25,704.72,3273882,2.31E+14,1350401,0.4125
18-06-2018,707.25,711,714.15,701.35,710.55,708.93,1693522,1.20E+14,689958,0.4074
19-06-2018,710.55,708.95,712,694.5,695.75,701.62,2008178,1.41E+14,1087231,0.5414
20-06-2018,695.75,699.9,700.5,688.3,690.55,691.54,2117024,1.46E+14,1147183,0.5419
21-06-2018,690.55,694.7,702.75,682.2,685.3,694.08,2599578,1.80E+14,911256,0.3505
22-06-2018,685.3,686,692.8,679.5,691.15,686.9,1604665,1.10E+14,751787,0.4685
25-06-2018,691.15,692.95,699.9,691,696.15,695.62,1850829,1.29E+14,821497,0.4439
26-06-2018,696.15,695,699.9,682.15,687.85,689.94,1687463,1.16E+14,805283,0.4772
27-06-2018,687.85,692,716.9,690,714.25,708.62,5570107,3.95E+14,1700750,0.3053
28-06-2018,714.25,716.05,721.75,659.25,664.25,682.91,8192199,5.59E+14,3045888,0.3718
29-06-2018,664.25,673.9,675.8,634.15,655.45,651.72,10890801,7.10E+14,2738674,0.2515
02-07-2018,655.45,657.95,669.5,640,657.2,656.69,4422723,2.90E+14,1405781,0.3179
03-07-2018,657.2,659.95,666.2,654.3,660.85,661.14,3506534,2.32E+14,1743398,0.4972
04-07-2018,660.85,665.35,665.4,652,654.5,655.68,2070241,1.36E+14,927977,0.4482
05-07-2018,654.5,662,663.05,645,646.65,650.82,2864186,1.86E+14,1327099,0.4633
06-07-2018,646.65,649.7,651.05,633,634.9,639.26,5193752,3.32E+14,3314613,0.6382
09-07-2018,634.9,640,648.35,637,643.85,642.95,1990065,1.28E+14,705610,0.3546
10-07-2018,643.85,649,661,645.3,650.75,652.87,3496172,2.28E+14,1536854,0.4396
11-07-2018,650.75,655,669.8,651.05,654.4,661.47,5529491,3.66E+14,2089028,0.3778
12-07-2018,654.4,659.3,664,645,647.7,653.06,3416881,2.23E+14,1742133,0.5099
13-07-2018,647.7,647,655,635.5,641.05,646.97,3194276,2.07E+14,1697157,0.5313
16-07-2018,641.05,643.95,661.55,638.2,657.3,652.41,2856991,1.86E+14,826916,0.2894
17-07-2018,657.3,654,664.9,644.55,646.8,653.88,2658597,1.74E+14,1147609,0.4317
18-07-2018,646.8,650,654.9,640,646.3,647.66,2568607,1.66E+14,1280409,0.4985
19-07-2018,646.3,646.3,654.95,640,642.2,644.95,1610766,1.04E+14,659763,0.4096
20-07-2018,642.2,644.1,661.75,643.5,659.45,656.38,2868824,1.88E+14,1257692,0.4384
23-07-2018,659.45,658,660.95,639.5,648.55,646.57,3696991,2.39E+14,2294952,0.6208
24-07-2018,648.55,653.65,654.9,639.1,641.5,643.2,3855335,2.48E+14,2881344,0.7474
25-07-2018,641.5,644,646.15,627.2,631.35,637.68,2269581,1.45E+14,1093077,0.4816
26-07-2018,631.35,624,634.6,612.4,632.05,626.11,3542338,2.22E+14,1661736,0.4691
27-07-2018,632.05,632.9,649.65,623.65,645.1,633.6,3040306,1.93E+14,1537871,0.5058
30-07-2018,645.1,648,658.75,646.3,655.45,651.71,3393232,2.21E+14,1615021,0.476
31-07-2018,655.45,661,684.9,661,680.75,678.42,9680690,6.57E+14,3663633,0.3784
01-08-2018,680.75,684.4,687.5,672.6,681.1,679.94,2887901,1.96E+14,1425961,0.4938
02-08-2018,681.1,678.8,683.35,666.5,669,672.22,1958340,1.32E+14,1060598,0.5416
03-08-2018,669,672,674.95,654.75,662.75,660.61,2862463,1.89E+14,1531211,0.5349
06-08-2018,662.75,662.75,672.95,662.75,667.1,668.31,2226904,1.49E+14,1288510,0.5786
07-08-2018,667.1,670,674.75,652,658.75,663.87,2689721,1.79E+14,1518901,0.5647
08-08-2018,658.75,660,666.9,650.5,653.9,657.08,2074919,1.36E+14,1072420,0.5168
09-08-2018,653.9,655,658.5,643.9,646.2,648.43,2146227,1.39E+14,1346178,0.6272
10-08-2018,646.2,648.85,649.8,634.1,645.95,640.51,3135726,2.01E+14,1668086,0.532
13-08-2018,645.95,649,667.7,647,659.95,661.11,5306724,3.51E+14,2541550,0.4789
14-08-2018,659.95,663,677.5,660.5,672.8,671.44,5529769,3.71E+14,2946916,0.5329
16-08-2018,672.8,675,680.7,664.25,668.65,671.59,3624795,2.43E+14,2427904,0.6698
17-08-2018,668.65,666,690,659.4,687.7,676.9,3955484,2.68E+14,1646406,0.4162
20-08-2018,687.7,685,697.5,678.25,687.95,688.93,3577624,2.46E+14,1668378,0.4663
21-08-2018,687.95,695,717.1,694.4,709.4,709.46,7918861,5.62E+14,3135066,0.3959
23-08-2018,709.4,710,738,709,726.65,722.52,11534012,8.33E+14,5292289,0.4588
24-08-2018,726.65,729.5,737,712.6,718.55,725.15,3625878,2.63E+14,1009765,0.2785
27-08-2018,718.55,720,742,720,737.95,732.57,2968641,2.17E+14,928655,0.3128
28-08-2018,737.95,740.9,748.9,734.25,736.1,741.39,3782709,2.80E+14,1591432,0.4207
29-08-2018,736.1,738,741.25,722.45,734.45,732.55,3627848,2.66E+14,2141496,0.5903
30-08-2018,734.45,734.45,737,720.25,731.9,728.3,4304298,3.13E+14,2339794,0.5436
31-08-2018,731.9,734,768.75,731.25,765.8,753.25,7276056,5.48E+14,2613520,0.3592
03-09-2018,765.8,768,776.5,741.5,745.65,762.75,3610990,2.75E+14,1095755,0.3035
04-09-2018,745.65,751.2,766.9,747.4,763.9,761.06,4488658,3.42E+14,1212476,0.2701
05-09-2018,763.9,764.9,779.35,757.25,766.15,768.68,6093648,4.68E+14,2891270,0.4745
06-09-2018,766.15,767,780,756.25,775.05,766.41,3982477,3.05E+14,1688792,0.4241
07-09-2018,775.05,775,775,764.2,772.2,770.38,2059329,1.59E+14,963283,0.4678
10-09-2018,772.2,774,776.6,758.65,766.25,765.91,2820247,2.16E+14,1632144,0.5787
11-09-2018,766.25,772,773.8,738.45,747.2,753.58,3817364,2.88E+14,1827546,0.4787
12-09-2018,747.2,750,751.9,728.6,739.8,742.32,3934021,2.92E+14,2308764,0.5869
14-09-2018,739.8,739.9,761.8,721.55,760.45,745.63,3591403,2.68E+14,1343105,0.374
17-09-2018,760.45,759.5,772.75,755,767.55,766.95,2233000,1.71E+14,877720,0.3931
18-09-2018,767.55,769.85,769.85,750,754.7,756.05,2206998,1.67E+14,861546,0.3904
19-09-2018,754.7,757,772,751.2,769.95,763.26,2025718,1.55E+14,777734,0.3839
21-09-2018,769.95,765,769.35,693,738.05,746.01,4434535,3.31E+14,2426047,0.5471
24-09-2018,738.05,740,764,737.55,751.45,756.34,2811682,2.13E+14,1016383,0.3615
25-09-2018,751.45,751.45,772.7,745.1,758.75,761.6,2812964,2.14E+14,1135508,0.4037
26-09-2018,758.75,758.55,768.15,739.05,748.85,754.05,3224771,2.43E+14,1298855,0.4028
27-09-2018,748.85,748.85,758.95,737.2,746.05,747.92,3479414,2.60E+14,2139124,0.6148
28-09-2018,746.05,738,756,725,745.5,742.01,2971384,2.20E+14,1348685,0.4539
01-10-2018,745.5,749,763.5,741.7,759.55,754.84,2233369,1.69E+14,689693,0.3088
03-10-2018,759.55,764,780.8,744.4,750.15,762.6,5236214,3.99E+14,2751749,0.5255
04-10-2018,750.15,742.55,742.9,713,719.85,722.87,6561009,4.74E+14,3283262,0.5004
05-10-2018,719.85,718,723.9,695.5,714.5,712.64,4769105,3.40E+14,2235718,0.4688
08-10-2018,714.5,714.5,719.4,683.65,694.9,700.24,2643927,1.85E+14,1212410,0.4586
09-10-2018,694.9,695,705,690.7,696.1,697.66,2729413,1.90E+14,1354434,0.4962
10-10-2018,696.1,692.1,714,691.05,699.3,701.81,3409416,2.39E+14,1949248,0.5717
11-10-2018,699.3,680,702.05,677.65,695.45,690.77,3611423,2.49E+14,2171541,0.6013
12-10-2018,695.45,692.05,702.55,688,693.8,695.07,2727205,1.90E+14,1254751,0.4601
15-10-2018,693.8,693.5,709.4,681.45,694.55,693.59,4146878,2.88E+14,1917878,0.4625
16-10-2018,694.55,695,727.6,694.55,718.7,710.75,2889306,2.05E+14,1336501,0.4626
17-10-2018,718.7,721,735,717.6,720.5,724.79,3320857,2.41E+14,1608766,0.4844
19-10-2018,720.5,710,711.55,688.4,690.8,697.63,2049802,1.43E+14,885810,0.4321
22-10-2018,690.8,688,690,664.65,676.55,675.78,3293136,2.23E+14,1049015,0.3185
23-10-2018,676.55,676,683.9,666,668.25,674.83,1656193,1.12E+14,681758,0.4116
24-10-2018,668.25,668,675,646,667.4,658.42,3180852,2.09E+14,1129480,0.3551
25-10-2018,667.4,660.75,666.15,649.05,651.4,657.62,2142283,1.41E+14,1235052,0.5765
26-10-2018,651.4,655.95,656.9,640.4,653.3,651.08,1397821,9.10E+13,548526,0.3924
29-10-2018,653.3,663,669.05,644,664.25,659.9,1942428,1.28E+14,709518,0.3653
30-10-2018,664.25,658,692.45,657.9,685.1,680.98,3825436,2.61E+14,705928,0.1845
31-10-2018,685.1,695,748.8,672.45,743.9,719.43,13010741,9.36E+14,2731964,0.21
01-11-2018,743.9,747,747,714.1,720.7,722.88,3999401,2.89E+14,1458061,0.3646
02-11-2018,720.7,721.6,727.85,687.5,690.9,706.21,4445407,3.14E+14,1596245,0.3591
05-11-2018,690.9,692,708.7,690.1,696.35,699.5,2782174,1.95E+14,704012,0.253
06-11-2018,696.35,696.35,704.5,691.6,694.55,698.16,1752227,1.22E+14,618635,0.3531
07-11-2018,694.55,699,699,693,697.25,697.08,111376,7.76E+12,29611,0.2659
09-11-2018,697.25,704,711,696.2,707.2,703.55,2573761,1.81E+14,1428489,0.555
12-11-2018,707.2,707.2,731.35,693.1,724.55,725.87,4696550,3.41E+14,2257156,0.4806
13-11-2018,724.55,719.95,739.35,718,728.05,729.38,4401141,3.21E+14,1686590,0.3832
14-11-2018,728.05,725,727.9,692.1,700.25,705.18,3367710,2.37E+14,1464187,0.4348
15-11-2018,700.25,702,721.9,697.35,714.9,715.29,4485617,3.21E+14,2438003,0.5435
16-11-2018,714.9,714.7,732.3,711,728,723.31,2874046,2.08E+14,1380995,0.4805
19-11-2018,728,730,734.75,724.25,732.55,730.61,2212804,1.62E+14,1166351,0.5271
20-11-2018,732.55,732.5,732.5,704.05,709.7,709.28,2667937,1.89E+14,874681,0.3278
21-11-2018,709.7,709.7,709.8,684.25,690.65,691.19,3108345,2.15E+14,898362,0.289
22-11-2018,690.65,702.7,710,685.45,690.8,699.54,4031353,2.82E+14,607798,0.1508
26-11-2018,690.8,688,698.75,671,694.5,684.09,2993915,2.05E+14,721754,0.2411
27-11-2018,694.5,695.7,708.3,685.05,694.15,694.06,2560757,1.78E+14,531801,0.2077
28-11-2018,694.15,701,705.9,692,697.5,698.93,2767316,1.93E+14,921069,0.3328
29-11-2018,697.5,706,706,685.25,687.5,692.66,2351937,1.63E+14,943789,0.4013
30-11-2018,687.5,688.8,709.9,686.95,705.95,700.38,3292579,2.31E+14,1337666,0.4063
03-12-2018,705.95,706.8,717.65,703.7,712.7,711.51,2410009,1.71E+14,845794,0.351
04-12-2018,712.7,712.7,724.75,704.55,723.55,715.88,2896702,2.07E+14,933932,0.3224
05-12-2018,723.55,711.05,739.9,711.05,726.85,729.33,4864922,3.55E+14,1949138,0.4007
06-12-2018,726.85,724,724,690.6,696.4,701.05,3467903,2.43E+14,826663,0.2384
07-12-2018,696.4,698,703.95,685.15,694.25,696.15,2423892,1.69E+14,835424,0.3447
10-12-2018,694.25,687,705,680.05,687.9,693.67,2334813,1.62E+14,615248,0.2635
11-12-2018,687.9,690,708.9,685,695.3,698.52,3495336,2.44E+14,1449082,0.4146
12-12-2018,695.3,700,711.2,690.55,705.35,703.05,2355119,1.66E+14,649372,0.2757
13-12-2018,705.35,706,713,697.1,709.3,705.82,2593714,1.83E+14,1000999,0.3859
14-12-2018,709.3,709.15,716.8,705.1,712.2,711.62,1982037,1.41E+14,701083,0.3537
17-12-2018,712.2,712.5,722.5,711.5,719.75,716.88,1435014,1.03E+14,510235,0.3556
18-12-2018,719.75,715,716.55,704.2,709,709.09,1905592,1.35E+14,550045,0.2886
19-12-2018,709,709,714.05,691.9,709.45,702.26,2702676,1.90E+14,884204,0.3272
20-12-2018,709.45,702,717,702,707.75,712.07,1817880,1.29E+14,547287,0.3011
21-12-2018,707.75,710,713.5,693,695.75,702.01,2063928,1.45E+14,951731,0.4611
24-12-2018,695.75,699,704.9,690.6,697.9,699.54,1472565,1.03E+14,379137,0.2575
26-12-2018,697.9,695.9,697.9,686,693.55,690.5,1881689,1.30E+14,713908,0.3794
27-12-2018,693.55,702,713.5,696.15,708.9,707.6,3018106,2.14E+14,771251,0.2555
28-12-2018,708.9,710,718.4,710,714,714.09,1863654,1.33E+14,500507,0.2686
31-12-2018,714,720,726.45,715.1,723.15,719.99,1814655,1.31E+14,551860,0.3041
01-01-2019,723.15,715,721.45,715,719.1,718.29,815535,5.86E+13,125917,0.1544
02-01-2019,719.1,719.15,729.7,709.25,712.05,719.31,2576769,1.85E+14,785308,0.3048
03-01-2019,712.05,715.05,716,685.25,691.25,696.6,3558015,2.48E+14,1468701,0.4128
04-01-2019,691.25,694.45,697.05,672.5,681.1,681.34,3926171,2.68E+14,1390485,0.3542
07-01-2019,681.1,685,690.85,682.55,687.5,686.78,1885000,1.29E+14,968848,0.514
08-01-2019,687.5,688,692.4,685.2,689.85,688.44,1300906,8.96E+13,596807,0.4588
09-01-2019,689.85,694.2,701.4,684,693.7,695.44,2183998,1.52E+14,665410,0.3047
10-01-2019,693.7,695,696.95,689.15,694.55,693.33,1454656,1.01E+14,832504,0.5723
11-01-2019,694.55,694,701.25,687,699.2,694.36,1849817,1.28E+14,1044018,0.5644
14-01-2019,699.2,703,703.1,676.9,679.85,685.71,1558602,1.07E+14,690054,0.4427
15-01-2019,679.85,682.95,710.8,682.05,706.25,698.31,2491520,1.74E+14,837876,0.3363
16-01-2019,706.25,705,705,697,699.9,699.73,1922647,1.35E+14,962584,0.5007
17-01-2019,699.9,699.5,709.1,696,705.55,703.95,1434040,1.01E+14,456143,0.3181
18-01-2019,705.55,705,714.2,702.35,709.15,708.76,1888004,1.34E+14,878054,0.4651
21-01-2019,709.15,710.35,721.4,709,713.9,716.84,2586962,1.85E+14,1348194,0.5211
22-01-2019,713.9,714,720,701.8,714.2,709.52,2839669,2.01E+14,1763577,0.6211
23-01-2019,714.2,714,725.9,711,720.7,721.22,1965283,1.42E+14,812632,0.4135
24-01-2019,720.7,724,730,716.5,727.75,724.18,1849102,1.34E+14,683360,0.3696
25-01-2019,727.75,732,735.2,724,729.05,730.89,2528541,1.85E+14,1269669,0.5021
28-01-2019,729.05,732.2,738,721.15,735.15,731.56,1804582,1.32E+14,677968,0.3757
29-01-2019,735.15,735.2,742.4,721.4,731.5,730.97,3100457,2.27E+14,1456969,0.4699
30-01-2019,731.5,732,733.4,711.75,714.6,719.95,2139900,1.54E+14,1059727,0.4952
31-01-2019,714.6,718,736.7,718,731.9,731.25,3253640,2.38E+14,1517510,0.4664
01-02-2019,731.9,732.95,750.6,728,746.6,740.7,2260029,1.67E+14,938818,0.4154
04-02-2019,746.6,749,752.25,736.6,749.15,744.52,1518373,1.13E+14,543080,0.3577
05-02-2019,749.15,752,760,740.2,751,748.28,2446263,1.83E+14,508979,0.2081
06-02-2019,751,784,814.5,774,811.35,797.73,14860848,1.19E+15,3536240,0.238
07-02-2019,811.35,809,816.2,798.1,805,805.43,4966655,4.00E+14,1896487,0.3818
08-02-2019,805,800,818,800,805.55,809.48,5242725,4.24E+14,2682335,0.5116
11-02-2019,805.55,809,813.9,804,809.4,808.69,2541742,2.06E+14,1300890,0.5118
12-02-2019,809.4,809.9,814.9,796.45,805.15,802.7,2416559,1.94E+14,1063984,0.4403
13-02-2019,805.15,805,811.1,797.8,809.7,806.37,2032331,1.64E+14,890105,0.438
14-02-2019,809.7,805.8,811.75,800.4,805.9,807.32,2464657,1.99E+14,1390452,0.5642
15-02-2019,805.9,804.8,804.8,777.25,799.65,791.62,4312334,3.41E+14,2445912,0.5672
18-02-2019,799.65,815,822,800.5,803.45,809.25,3851335,3.12E+14,920245,0.2389
19-02-2019,803.45,807,809,788.85,791,795.45,2372030,1.89E+14,893755,0.3768
20-02-2019,791,794.05,816.25,785.25,812.4,801.02,3340240,2.68E+14,1185975,0.3551
21-02-2019,812.4,814,840,809.1,820.65,827.01,14193982,1.17E+15,4602134,0.3242
22-02-2019,820.65,824.9,829.75,818.1,826,824.21,4789937,3.95E+14,1974649,0.4122
25-02-2019,826,830.2,832.9,822.5,830.65,827.76,2881535,2.39E+14,1458248,0.5061
26-02-2019,830.65,825,838.4,820.6,833.3,831.07,3319590,2.76E+14,1465593,0.4415
27-02-2019,833.3,836.4,837.95,820.6,825.6,827.78,3703224,3.07E+14,1807812,0.4882
28-02-2019,825.6,833,838.4,825,830.15,830.78,6409662,5.33E+14,4389043,0.6848
01-03-2019,830.15,831,836.5,829.1,831.8,832.1,3820707,3.18E+14,2480084,0.6491
05-03-2019,831.8,822.5,824.7,808.05,810,813.17,4927644,4.01E+14,2373390,0.4816
06-03-2019,810,812,829.7,812,823.55,821.79,3999053,3.29E+14,1943885,0.4861
07-03-2019,823.55,823.55,825.45,806.25,808.25,813.75,2306250,1.88E+14,1177325,0.5105
08-03-2019,808.25,810.2,813.5,802.6,811.35,809.56,1437045,1.16E+14,474211,0.33
11-03-2019,811.35,812,814.4,803,807.15,808.12,2699806,2.18E+14,1417565,0.5251
12-03-2019,807.15,811,813.75,801.15,804.7,805.24,2793702,2.25E+14,1709769,0.612
13-03-2019,804.7,808.9,816,788,789.95,797.86,4815576,3.84E+14,2387913,0.4959
14-03-2019,789.95,792.1,795,775,788.45,785.05,3112666,2.44E+14,1522902,0.4893
15-03-2019,788.45,794,807.5,787,799.3,798.65,3854238,3.08E+14,1647789,0.4275
18-03-2019,799.3,804.95,805.7,782.25,788.6,794.27,3379301,2.68E+14,1852201,0.5481
19-03-2019,788.6,793.5,797.45,783.25,794.65,789,2413153,1.90E+14,1432039,0.5934
20-03-2019,794.65,797,806.2,787.3,789.85,796.06,3331375,2.65E+14,1577629,0.4736
22-03-2019,789.85,794.5,798,783.2,788.75,788.3,2815749,2.22E+14,1874384,0.6657
25-03-2019,788.75,792,795.45,786.4,789.6,790.31,1861646,1.47E+14,783459,0.4208
26-03-2019,789.6,790.2,791.9,768.15,770.75,773.59,3169827,2.45E+14,1379435,0.4352
27-03-2019,770.75,771,773,761.6,764.95,765.18,3893738,2.98E+14,2647887,0.68
28-03-2019,764.95,770,782,768.05,771.7,775.07,3908706,3.03E+14,1969521,0.5039
29-03-2019,771.7,778.95,781.95,771,775.9,775.34,2455461,1.90E+14,1387751,0.5652
01-04-2019,775.9,782.85,794.8,779,785.5,788.08,3433947,2.71E+14,1805838,0.5259
02-04-2019,785.5,790.95,794,785.05,792.45,789.77,2596840,2.05E+14,1261524,0.4858
03-04-2019,792.45,792.45,793.35,776.25,777.7,782.23,1467406,1.15E+14,712150,0.4853
04-04-2019,777.7,777.9,781.75,767.25,774.5,772.02,1751584,1.35E+14,835240,0.4768
05-04-2019,774.5,779,787.1,774.5,777.25,780.75,1367411,1.07E+14,410436,0.3002
08-04-2019,777.25,779.7,790,773.4,787.15,781.45,1368825,1.07E+14,590075,0.4311
09-04-2019,787.15,790.35,797.7,787.3,789.5,792.46,2128462,1.69E+14,622600,0.2925
10-04-2019,789.5,786.05,798.95,786,790.25,791.44,2497013,1.98E+14,1418001,0.5679
11-04-2019,790.25,790.4,795.75,778.6,780.95,789.03,1854222,1.46E+14,884709,0.4771
12-04-2019,780.95,779,786.35,774.55,785.35,780.38,3162714,2.47E+14,1881698,0.595
15-04-2019,785.35,785.35,799.4,785,797.2,796.19,3317405,2.64E+14,1950250,0.5879
16-04-2019,797.2,799,804.7,795.15,798.1,799.56,1868910,1.49E+14,948729,0.5076
18-04-2019,798.1,804,809,798.1,800.35,805.36,6307643,5.08E+14,4487025,0.7114
22-04-2019,800.35,800.7,810.8,798.8,805.35,805.41,1833972,1.48E+14,737692,0.4022
23-04-2019,805.35,806.5,807.95,800.05,804.95,803.59,1214892,9.76E+13,586131,0.4825
24-04-2019,804.95,807,820,806,818.75,814.67,2710117,2.21E+14,1320959,0.4874
25-04-2019,818.75,820,827,813.45,816.5,820.35,5447101,4.47E+14,4585553,0.8418
26-04-2019,816.5,816.5,826.85,816.5,823.25,822.52,1996703,1.64E+14,1309691,0.6559
30-04-2019,823.25,825.95,838,823.1,836.1,831.68,2783771,2.32E+14,1595610,0.5732
02-05-2019,836.1,834.9,846.5,829.1,837,836.89,3241791,2.71E+14,1755749,0.5416
03-05-2019,837,830,834.45,813,817.4,819.35,2329144,1.91E+14,1202137,0.5161
06-05-2019,817.4,810,825.5,810,820.15,821.35,1247845,1.02E+14,515908,0.4134
07-05-2019,820.15,822,824.3,809.7,814.65,815.84,1810222,1.48E+14,1192183,0.6586
08-05-2019,814.65,813,814.1,799.6,802.3,805.68,1270071,1.02E+14,636237,0.5009
09-05-2019,802.3,801,814.75,799.2,809.65,808.56,2024710,1.64E+14,1208538,0.5969
10-05-2019,809.65,810.4,813.4,800.4,808.4,808.87,1429055,1.16E+14,761816,0.5331
13-05-2019,808.4,811.6,825.7,809.2,817.3,819.62,3719275,3.05E+14,2058216,0.5534
14-05-2019,817.3,818.8,818.8,786.6,790.05,795.59,2701861,2.15E+14,1112171,0.4116
15-05-2019,790.05,791,798.4,785.55,790.3,791.87,1662095,1.32E+14,700518,0.4215
16-05-2019,790.3,788.65,794.75,781.35,789.35,788.13,1233818,9.72E+13,604800,0.4902
17-05-2019,789.35,793,793,776.55,784.85,783.19,1608854,1.26E+14,824875,0.5127
20-05-2019,784.85,790,790,763,779.35,771.71,3754370,2.90E+14,1802731,0.4802
21-05-2019,779.35,780,784.8,768.1,773.05,774.8,1669926,1.29E+14,597609,0.3579
22-05-2019,773.05,758,767.35,744.2,749.95,752.24,5888740,4.43E+14,1659305,0.2818
23-05-2019,749.95,760,761.35,740.55,743.3,748.8,3764857,2.82E+14,1929409,0.5125
24-05-2019,743.3,749.9,749.9,732.05,735.85,736.64,3591853,2.65E+14,2201623,0.6129
27-05-2019,735.85,737,738,719.5,726.05,726.03,3672605,2.67E+14,2264442,0.6166
28-05-2019,726.05,727,746.75,727,737.15,736.42,5583587,4.11E+14,3790055,0.6788
29-05-2019,737.15,736.95,748.25,733.65,738.85,741.04,2058402,1.53E+14,985278,0.4787
30-05-2019,738.85,741.5,746,732.95,735,737.02,3367426,2.48E+14,2395502,0.7114
31-05-2019,735,740,763.8,738.15,760.35,755.18,5503111,4.16E+14,2955037,0.537
03-06-2019,760.35,763.9,763.9,749,757.6,756.15,2826290,2.14E+14,1469614,0.52
04-06-2019,757.6,756.3,762.7,746.8,748.3,753.51,2332547,1.76E+14,1359024,0.5826
06-06-2019,748.3,748.3,749.3,733.9,738,739.29,3225967,2.38E+14,2094935,0.6494
07-06-2019,738,738.1,752.7,729.4,750.75,741.98,1569343,1.16E+14,596988,0.3804
10-06-2019,750.75,755.45,769.35,754.05,768.2,765.95,2539412,1.95E+14,1379249,0.5431
11-06-2019,768.2,770,770.75,759.25,762.1,763.7,2069998,1.58E+14,1423188,0.6875
12-06-2019,762.1,762,764.3,743.3,747.95,750.3,3056823,2.29E+14,1995778,0.6529
13-06-2019,747.95,744,752.7,738.5,744.1,744.27,2385606,1.78E+14,1346058,0.5642
14-06-2019,744.1,744,746.65,735.3,740.25,739.9,1348083,9.97E+13,756426,0.5611
17-06-2019,740.25,740,743.15,734.05,736.55,737.95,1333739,9.84E+13,834133,0.6195
18-06-2019,736.55,737.9,744.4,736.05,741.55,741.17,1645116,1.22E+14,997255,0.5964
19-06-2019,741.55,742,744.3,729.55,735.6,735.55,1945921,1.43E+14,1188494,0.6108
20-06-2019,735.6,722,731,717.85,725.55,723.8,4139025,3.00E+14,2793127,0.6748
21-06-2019,725.55,729,744,726.5,740.45,738.25,7280809,5.38E+14,4957066,0.6808
24-06-2019,740.45,738,738,727,728.25,730.07,1242655,9.07E+13,590256,0.475
25-06-2019,728.25,727,728.15,720,724.35,724.11,1451025,1.05E+14,811716,0.5594
26-06-2019,724.35,721.3,730.85,716.4,718.1,722.47,2781711,2.01E+14,1842756,0.6625
27-06-2019,718.1,715.5,719,691.65,701.95,702.15,8567309,6.02E+14,4455458,0.5201
28-06-2019,701.95,706.9,715,704.1,706.6,710.07,3421172,2.43E+14,1523550,0.4453
01-07-2019,706.6,709.7,711.2,702.35,704.65,706.12,2073961,1.46E+14,1295305,0.6246
02-07-2019,704.65,702.05,713,700.25,711.65,706.03,2432132,1.72E+14,1289054,0.53
03-07-2019,711.65,713,713.45,698.5,701.1,704.65,2040614,1.44E+14,1202398,0.5892
04-07-2019,701.1,701.4,706.75,697,700.6,700.53,2838357,1.99E+14,1803110,0.6353
05-07-2019,700.6,700.5,703,678.3,681.1,691.56,2813644,1.95E+14,1697382,0.6033
08-07-2019,681.1,680,685.75,665.5,680.35,679.83,2293102,1.56E+14,1236795,0.5394
09-07-2019,680.35,681,684,668.6,675.9,674.99,2180104,1.47E+14,1159298,0.5318
10-07-2019,675.9,671.05,684.8,668,674.85,675.79,2468773,1.67E+14,1167342,0.4728
11-07-2019,674.85,676.7,676.7,658.4,665.7,664.4,3449721,2.29E+14,2014086,0.5838
12-07-2019,665.7,665,672.9,663,665.8,667.56,1792810,1.20E+14,831372,0.4637
15-07-2019,665.8,675,680.7,665.85,677.9,672.65,1883164,1.27E+14,724599,0.3848
16-07-2019,677.9,680,681.6,670.5,675.95,675.83,2015642,1.36E+14,983688,0.488
